,Date,Event Type,Actor 1,Actor 1 Ally,Actor 1 Type,Actor 2,Actor 2 Ally,Actor 2 Type,Interaction Type,Country,Location,Latitude,Longitude,Source,Notes,Fatalities
8788,2017-01-17,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Kimberley,-28.73333,24.76667,Diamond Fields Advertiser,"Over a two day period, parents, who support the newly appointed principal atg a school in Kimberly, Northern Cape, gathered in front the school in protest over a court interdict has halted the appointment of a school principal.",0
8789,2017-01-17,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Mphephu,-22.87971,30.14882,News24,"Police arrested 19 people in Mphephu for public violence, after protesters barricaded the R523 road.",0
8790,2017-01-17,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Parktown,-26.18205,28.026709999999998,The Citizen,"Frustrated community members of Freedom Park stormed the premises of town planners in protest in Milpark, decrying the lack of community beneficiation for the mainly informal settlement.",0
8791,2017-01-17,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Rustenburg,-25.66667,27.25,African News Agency,Protesters gathered outside the Bafokeng Magistrate's Court during the appearance of community activist Napoleon Webster.,0
8792,2017-01-17,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Tshitale,-23.351999999999997,29.993000000000002,News24,"Another school was set alight in ongoing violent protest action in Tshitale, Limpopo. ",0
8793,2017-01-19,Riots/Protests,Protesters (South Africa),#FeesMustFall,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,News24,There was a small contingent of supporters for Fees Must Fall student Bonginkosi Khanyile ahead of his pre-trial conference at Durban Magistrate's Court.,0
8794,2017-01-19,Riots/Protests,Rioters (South Africa),Students (South Africa),Rioters,,,NA,Sole rioter action,South Africa,Pretoria,-25.74486,28.187829999999998,Pretoria News (South Africa),"Students protested, burnt tyres and carried placards outside the Thuto Bophelo Nursing Academy in Pretoria.",0
8795,2017-01-20,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,The Independent on Saturday,Family members of a murderedwomen staged a picket outside the Durban Magistrates Court.,0
8796,2017-01-20,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,East London,-33.01529,27.911620000000003,Daily Dispatch (South Africa),Lectures were brought to a halt at Buffalo City Technical and Vocational Education and Training (TVET) College in East London when students joined a nationwide shutdown at colleges yesterday,0
8797,2017-01-21,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Boksburg,-26.21667,28.25,News24,"Commissioner Road in Boksburg has been re-opened following a protest. Rubble, stones and burning tyres were used during the demonstration by a group of people claiming to be living nearby.",0
8798,2017-01-21,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,"Women gathered at Cape Towns Companys Gardens for a ""Sister March"" in solidarity with those marching in Washington and cities around the world in protest of newly-elected US President Donald Trump.",0
8799,2017-01-21,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,Berea Mail,A group of concerned Durban women marched to the US Consulate in solidarity with the Womens March on Washington.,0
8800,2017-01-21,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,The Nation,"There was a solidarity march against Donald Trump in Johannesburg, South Africa, where marchers held up banners reading Black lives matter and Love trumps hate.",0
8801,2017-01-22,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Siyabuswa,-25.11319,29.04454,African News Agency,A crowd of about 100 people opposed to an upcoming by-election disrupted Electoral Commission of South Africa (IEC) officials from registering voters and damaged an IEC bakkie in a rural Mpumalanga village ,0
8802,2017-01-24,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Boksburg,-26.21667,28.25,Boksburg advertiser,"Residents of Delmore Gardens in Boksburg took to the streets to protest against the governments move to erect an informal settlement close to their established residential area. They blockaded the road with burning tyres, stones, tree branches and other objects, demanding that the municipality call a halt to the construction.",0
8803,2017-01-24,Riots/Protests,Protesters (South Africa),SJC: Social Justice Coalition,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Groundup,SJC members held a picket outside the SAPS provincial head office in Cape Town.,0
8804,2017-01-25,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Cape Argus,"A community worker was joined by Uitsig High School pupils, as they hand over a memorandum in protest to the Western Cape Provincial Legislature to keep their school open.",0
8805,2017-01-26,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Booysens,-26.228690000000004,28.025609999999997,News24,"A protest in Booysens, Gauteng took place and left one person injured. Makhubela said several roads in the area have been barricaded with burning tyres and stones.",0
8806,2017-01-26,Riots/Protests,Protesters (South Africa),ANC: African National Congress,Protesters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus protesters,South Africa,Butterworth,-32.33333,28.15,Daily Dispatch (South Africa),Business ground to a halt in Butterworth as an ANC faction protested against Mnquma municipal manager Sindile Tantsi. At one stage police fired rubber bullets at them as they marched towards the municipality's offices.,0
8807,2017-01-26,Riots/Protests,Protesters (South Africa),ANCYL: African National Congress Youth League,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,News24,Protesting ANC Youth League supporters pushed their way into an Absa bank branch in the Durban central business district. ,0
8808,2017-01-26,Riots/Protests,Protesters (South Africa),SADTU: South African Democratic Teachers Union; COSATU: Congress of South African Trade Unions,Protesters,,,NA,Sole protester action,South Africa,Polokwane,-23.90448,29.46885,News24,"A protest march, led by the South African Democratic Teachers Union (Sadtu) and Cosatu and its affiliates in the education sector, took place in Polokwane.",0
8809,2017-01-26,Riots/Protests,Protesters (South Africa),ANC: African National Congress,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,African News Agency,"A group of ANC supporters gathered outside a court building in Port Elizabeth singing songs and holding up placards with the words ""hands off our councillor"".",0
8810,2017-01-26,Riots/Protests,Protesters (South Africa),SAMWU: South African Municipal Workers Union,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Pretoria News,"Close to 4 000 SA Municipal Workers Union (Samwu) members took to the streets in the Pretoria city centre to protest, demanding that they be employed permanently.",0
8811,2017-01-26,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Sunnyside,-25.75,28.21667,Pretoria News,Thousands of Unisa workers and NEHAWU members braved the pouring rain outside the Sunnyside campus in Pretoria to protest against the 6% salary increase offered by the institution.,0
8812,2017-01-26,Riots/Protests,Protesters (South Africa),NUMSA: National Union of Metalworkers of South Africa,Protesters,,,NA,Sole protester action,South Africa,Uitenhage,-33.76528,25.40222,The Herald (South Africa),About 50 employees of a Volkswagen SA logistics service provider have declared a strike over staff benefits and alleged nepotism and protested in Uitenhage. The workers were aligned to NUMSA trade union.,0
8813,2017-01-26,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Wynberg,-33.98333,18.4,News24,A group of women have gathered outside the Wynberg Magistrate's Court to protest against the bail application of a Westlake man accused of stabbing his wife to death.,0
8814,2017-01-27,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,Independent on Saturday,"Students trying to register at Unisa in central Durban protested after they were turned away by Unisa staff, who brought registration to a halt.",0
8815,2017-01-27,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Ivory Park,-25.98953,28.128429999999998,The Star (South Africa),Protests in Ivory Park took place regarding dangerous road conditions. Residents blockaded Republic Road and Angel Fish Drive to highlight the dangerous road conditions.,0
8816,2017-01-28,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Booysens,-26.228690000000004,28.025609999999997,News24,Protests continued in Booysens in Gauteng . Several roads in the area have been barricaded with burning tyres and stones.,0
8817,2017-01-28,Riots/Protests,Protesters (South Africa),"BLF: Black First, Land First",Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,ENCA,A handful of Black-First-Land-First protesters turned out at Absa branches across Johannesburg .,0
8818,2017-01-28,Riots/Protests,Protesters (South Africa),"BLF: Black First, Land First",Protesters,,,NA,Sole protester action,South Africa,Polokwane,-23.90448,29.46885,Daily Dispatch (South Africa),Black First Land First movement held demonstrations out the ABSA banks in Polokwane.,0
8819,2017-01-28,Riots/Protests,Protesters (South Africa),"BLF: Black First, Land First",Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Daily Dispatch (South Africa),Black First Land First movement held demonstrations out the ABSA banks in Pretoria.,0
8820,2017-01-29,Riots/Protests,Unidentified Armed Group (South Africa),,Political militia,Rioters (South Africa),,Rioters,Political militia versus rioters,South Africa,Ga-Moeka,-25.3352,28.0588,The Times (South Africa),"A protest for clean drinking water turned violent North West's Moeka village, leaving a young man dead and several homes in flames. A young protester was fatally shot through the head by unknown men as he barricaded the road.",1
8821,2017-01-29,Riots/Protests,Protesters (South Africa),RTC: Reclaim The City,Protesters,,,NA,Sole protester action,South Africa,Sea Point,-33.91858,18.38968,Cape Argus (South Africa),Nearly 200 supporters joined members of Reclaim the City in Sea Point park to raise awareness about the ongoing struggle to secure affordable housing in the city,0
8822,2017-01-29,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Soweto,-26.26667,27.866670000000003,The Mercury (South Africa),"Armed with placards that made use of existing biblical scriptures that preach unconditional love, a group of men and women held a picket outside Grace Bible Church in Pimville, Soweto to ask the church to promote unconditional love instead of homophobia.",0
8823,2017-01-30,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Galeshewe,-28.7168,24.7409,South African Police Service (Pretoria),The police in Galeshewe have arrested seven protesters as enraged residents in Galeshewe by barricaded a road with burning tyres and refuse material. Residents are protesting about poor service delivery at their settlement.,0
8824,2017-01-30,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Khayelitsha,-34.039320000000004,18.67916,Cape Argus (South Africa),There were violent clashes between the residents of the Khayelitsha tract of land and law enforcement officers. Residents burnt debris in the road and stoned a law enforcement vehicle.,0
8825,2017-01-30,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Manenberg,-33.98972,18.55627,Daily Voice,"Teachers picketed outside the homes of the two mothers in Manenberg, blaming them for the shutdown of a creche facility, which has been operating for 25 years.",0
8826,2017-01-30,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Potsdam,-32.91667,27.7,Daily Dispatch (South Africa),"Traffic came to a standstill in parts of Potsdam as residents barricaded the road in a protest to get electricity installed in various parts of the area. The disgruntled residents also burnt tyres, barricading traffic.",0
8827,2017-01-30,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Tongaat,-29.589259999999996,31.08513,News24,"A power box was set alight on the R102 during a protest against an electricity blackout in the Fairbreeze area, Tongaat, north of Durban.",0
8828,2017-01-31,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Groundup,Protesters in support of the Bromwell Street residents who are fighting an eviction order picketed outside the Cape High Court in Cape Town.,0
8829,2017-01-31,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Khayelitsha,-34.039320000000004,18.67916,Cape Times,"Police and the Citys anti-land invasion unit faced-off against about 200 residents in Khayelitsha, resulting in rubber bullets, tear gas and stun grenades being used to disperse the backyarders in a second day of violence.",0
8830,2017-02-01,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Itsoseng,-26.08159,25.88124,African News Agency,Ten people were arrested after at least six shops were looted in Itsoseng near Lichtenburg following violent protest in Itsoseng.,0
8831,2017-02-01,Riots/Protests,Protesters (South Africa),UFAWU: United Food and Allied Workers Union,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,The Citizen,"About 500 FAWU-aligned workers, former workers and company managers from the South African poultry sector marched on the EU headquarters in Pretoria, furious over cheap imports and mounting job losses.",0
8832,2017-02-02,Riots/Protests,Protesters (South Africa),ANC: African National Congress,Protesters,,,NA,Sole protester action,South Africa,Ballito,-29.53598,31.213959999999997,News24,A small number of KwaZulu-Natal ANC Youth League members have gathered outside an Absa bank in Ballito demanding that the bank pay back money.,0
8833,2017-02-02,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Barberton,-25.788420000000002,31.05319,News24,Protest action started in Barbarton over unpaid salaries and the abandoned rescue of three bodies trapped underground at Lily Mine.  ,0
8834,2017-02-02,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Wells Estate,-33.82484,25.632839999999998,The Herald (South Africa),Angry residents blockade a road in anger over the demolition of shacks in illegally occupied a piece of land in Wells Estate.Police had to fire rubber bullets when residents took out their anger by throwing stones at passing motorists.,0
8835,2017-02-03,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Barberton,-25.788420000000002,31.05319,News24,A small group of mineworkers and residents blocked off a main road in Barbarton and burnt tyres in protest over unpaid salaries and the abandoned rescue of three bodies trapped underground at Lily Mine.  ,0
8836,2017-02-03,Violence against civilians,Unidentified Armed Group (South Africa),,Political militia,Civilians (South Africa),,Civilians,Political militia versus civilians,South Africa,Umlazi,-29.96667,30.883329999999997,Daily News,Glebelands Hostel residents are living in fear and some whistle-blowers have threatened to stop co-operating with the police after the killing of a murder witness.,1
8837,2017-02-04,Riots/Protests,Protesters (South Africa),UHA: Upper Highway Air,Protesters,,,NA,Sole protester action,South Africa,Hillcrest,-29.77475,30.763959999999997,Thin Green Line,Members of the Upper Highway Air non-profit organisation lead a protest march in Hillcrest calling for the closure and rehabilitation of Evniroservs Shongweni landfill site.,0
8838,2017-02-05,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Centurion,-25.85891,28.18577,News24,A man identified as a suspect in a weekend shooting spree in Oliventhoutbosch in Centurion was killed in an apparent mob justice incident,1
8839,2017-02-05,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Rosettenville,-26.246340000000004,28.0566,News24,"Rosettenville residents took to the streets and forced their way into homes they believed to be used for drug dealing and prostitution, carrying out the furniture and setting it alight.",0
8840,2017-02-06,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Vuwani,-23.1351,30.421840000000003,News24,"Police are monitoring Vuwani in Limpopo, after protesters forced a satellite municipal office to close and brought schooling to a halt.",0
8841,2017-02-07,Riots/Protests,Rioters (South Africa),,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Bela-Bela,-24.885,28.29417,News24; African News Agency,Ten people have been arrested after Bela-Bela residents petrol-bombed the mayor's private car and torched a building in the area. 1 person was shot and killed during the protest action.,1
8842,2017-02-07,Riots/Protests,Protesters (South Africa),WAMUA: Women from Mining Affected Communities United in Action ,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Groundup,About 50 supporters of Women from Mining Affected Communities United in Action (WAMUA) from across the country chanted at the busy intersection of Lower Long and Walter Sisulu roads outside the Cape Town Convention Centre.,0
8843,2017-02-07,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Chiselhurst,-32.98333,27.883329999999997,Groundup,Several protests at Walter Sisulu Campuses in East London forced. campuses to shut down: Chiselhurst Campus,0
8844,2017-02-07,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,News24,A small group of Durban University of Technology (DUT) students embarked on a peaceful march to the vice chancellor's office .,0
8845,2017-02-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,Groundup,Hundreds of protesters gathered outside the Johannesburg office of pharmaceutical company Roche over cancer deaths.,0
8846,2017-02-07,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Potsdam,-32.91667,27.7,Groundup,Several protests at Walter Sisulu Campuses in East London forced campuses to shut down: Potsdam Campus,0
8847,2017-02-07,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Potsdam,-32.91667,27.7,Daily Dispatch (South Africa),Motorists travelling between Berlin and Potsdam were delayed for hours after residents of Baghdad and Kanana near Walter Sisulu University's Potsdam campus blockaded the road with burning tyres in protest against lack of service delivery.,0
8848,2017-02-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Pretoria News (South Africa),"Service providers to the city of Pretoria have protested outside the office of the Speaker of Council, vowing not to leave until payments they say are due to them have been made.",0
8849,2017-02-07,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Rustenburg,-25.66667,27.25,African News Agency,"During a murder trial at the Rustenburg Magistrate's Court, people gathered and protested outside.",0
8850,2017-02-08,Riots/Protests,Protesters (South Africa),Sonke Gender Justice,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Groundup,"The Rhodes statue in the Companys Garden (Cape Town) was covered with posters during a protest by Sonke Gender Justice against the gold mines. At the same time, Residents of Marikana and their supporters outside the Western Cape High Court. ",0
8851,2017-02-08,Riots/Protests,Protesters (South Africa),SDCEA: South Durban Environmental Alliance,Protesters,,,NA,Sole protester action,South Africa,Durban,-29.8579,31.0292,The Mercury (South Africa),A small group of protesters under the leadership of the South Durban Community Environmental Alliance marched to the Durban City Hall to voice their concerns about Eskom's controversial proposed new nuclear procurement programme for the country.,0
8852,2017-02-08,Riots/Protests,Rioters (South Africa),Taxi Drivers (South Africa),Rioters,,,NA,Sole rioter action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,Pretoria News (South Africa),"As part of the national #UberMustFall campaign, cab operators marched from Joburg to Pretoria in protest to the department's offices in Pretoria. The march was marked by chaos as protesters, some allegedly armed with knobkerries threatened their counterparts who refused to participate. The windows and windscreens of some Uber cars were smashed in and the keys of others snatched by meter taxi operators.",0
8853,2017-02-08,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Mdantsane,-32.94611,27.72792,Daily Dispatch (South Africa),Residents of Cuba and Eluxolweni in MDantsane blocked Qumza Highway over lack of electricity in their area.,0
8854,2017-02-08,Riots/Protests,Rioters (South Africa),Students (South Africa); ANCYL: African National Congress Youth League,Rioters,,,NA,Sole rioter action,South Africa,Mthatha,-31.588929999999998,28.78443,Daily Dispatch (South Africa),"Walter Sisulu University students at the Nelson Mandela Drive campus (Mthatha) were chased off campus after they set alight a building and blocked the fire brigade from entering the premises. Earlier that morning, the ANC Youth League on the campus blocked access to the university",0
8855,2017-02-08,Riots/Protests,Protesters (South Africa),"Taxi Drivers (South Africa); EFF: Economic Freedom Fighters; BLF: Black First, Land First",Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Sowetan (South Africa),A metered taxi operator hoisted a placard at a march against Uber in Pretoria. Members of the EFF and Black First Land First joined the march in solidarity with the metered taxi operators,0
8856,2017-02-08,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Richards Bay,-28.8,32.1,News24,A man who allegedly stabbed his ex-girlfriend repeatedly in full view of commuters at a KwaZulu-Natal taxi rank in Richard's Bay has died after witnesses attacked him.,1
8857,2017-02-09,Riots/Protests,Rioters (South Africa),EFF: Economic Freedom Fighters,Rioters,Private Security Forces (South Africa),,External force,Rioters versus others,South Africa,Cape Town,-33.92528,18.42389,News24,"Economic Freedom Fighters members and security dressed in white shirts clashed during the State of the Nation Address in Parliament ahead of President Jacob Zuma's State of the Nation Address (SONA). Tear gas, or pepper spray, was also apparently used in the public gallery.",0
8858,2017-02-09,Riots/Protests,Protesters (South Africa),EFF: Economic Freedom Fighters; ANC: African National Congress,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,News24,ANC and EFF supporters held separate protests in the Cape Town CBD before the President gave the State of the National Address.,0
8859,2017-02-09,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Despatch,-33.80172,25.46284,The Herald (South Africa),Several Despatch residents took to the streets blocking Old Uitenhage Road with burning tyres.,0
8860,2017-02-09,Riots/Protests,Protesters (South Africa),ANCWL: African National Congress Womens League,Protesters,,,NA,Sole protester action,South Africa,Temba,-25.38171,28.26438,Sowetan (South Africa),A group of members of the ANC Women's League protested outside the Moretele Magistrate's Court during a murder trial.,0
8861,2017-02-10,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,Eyewitness News,South Africas National Education Health and Allied Worker Union (Nehawu) protested in various parts of the country: Cape Town,0
8862,2017-02-10,Riots/Protests,Protesters (South Africa),"ANCYL: African National Congress Youth League; BLF: Black First, Land First",Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,News24,"More than 300 members of the African National Congress Youth League and the Black First Land First (BLF) movement brought the streets of Johannesburg banking district to a standstill during a march to Absa's headquarters, following the release of the Public Protectors report.",0
8863,2017-02-10,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Pietermaritzburg,-29.616670000000003,30.383329999999997,Xinhua,South Africas National Education Health and Allied Worker Union (Nehawu) protested in various parts of the country: Kwa-Zulu Natal (Pietermaritzburg),0
8864,2017-02-10,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,Xinhua,South Africas National Education Health and Allied Worker Union (Nehawu) protested in various parts of the country: Eastern Cape (Port Elizabeth),0
8865,2017-02-10,Riots/Protests,Protesters (South Africa),"NEHAWU: National Education, Health and Allied Workers Union",Protesters,,,NA,Sole protester action,South Africa,Pretoria,-25.74486,28.187829999999998,Xinhua,South Africas National Education Health and Allied Worker Union (Nehawu) protested in various parts of the country: Pretoria,0
8866,2017-02-11,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Port Elizabeth,-33.91799,25.57007,The Herald (South Africa),Nelson Mandela Metropolitan University (NMMU) has clamped down on security after a building on the south campus was petrol- bombed ,0
8867,2017-02-11,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Rosettenville,-26.246340000000004,28.0566,News24,At least 10 houses suspected to belong to drug lords and brothel owners were set alight during a protest in Rosettenville.,0
8868,2017-02-11,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Woodstock,-33.91667,18.4333,Cape Argus,"About 200 former residents carried placards with the names of their streets, long since bulldozed into the annals of history. They wound their way from the District Six Homecoming Centre to the suburb on the slopes of Devils Peak (Cape Town).",0
8869,2017-02-12,Violence against civilians,Vigilante Militia (South Africa),,Ethnic militia,Civilians (South Africa),,Civilians,Communal militia versus civilians,South Africa,Mpheni,-23.14612,30.06761,News24,An alleged rapist died after being assaulted and set on fire in a mob justice incident in Mpheni Village,1
8870,2017-02-13,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Crossroads,-33.99445,18.595979999999997,News24,"A Cape Town school in Crossroads, where staff members are forced to use buckets to flush the toilets and where lights remain turned off due to fears of electrocution, has been shut down by angry parents who say their children are being taught in a death trap.  ",0
8871,2017-02-13,Riots/Protests,Protesters (South Africa),NANDUWE: Nancefield Dube West Taxi Association,Protesters,,,NA,Sole protester action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,The Star (South Africa),Members of the Nancefield Dube West Taxi Association (Nanduwe) peacefully blocked off parts of Johannesburg to get the department to intervene in a turf war that has been going on since 2014.,0
8872,2017-02-13,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Johannesburg,-26.202270000000002,28.043640000000003,Tembisan,Roads were blocked off with burning tyres between Rabie Ridge and Mayibuye along Modderfontein Road in Johannesburg by community members.,0
8873,2017-02-13,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,The Herald (South Africa),50 workers protested at the Blue Ribbon depot in Port Elizabeth due to retrenchment packages offered by Blue Ribbon.,0
8874,2017-02-13,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Schweizer-Reineke,-27.183329999999998,25.33333,Sowetan (South Africa),"Residents of Schweizer-Reneke that are facing a water shortage went took to the streets, burning water tanks that were meant to alleviate the problem.",0
8875,2017-02-14,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Butterworth,-32.33333,28.15,Sowetan (South Africa),Students at Walter Sisulu University's Ibika campus in Butterworth protested and halted the registration process after they forcibly removed staff from the premises.,0
8876,2017-02-14,Riots/Protests,Protesters (South Africa),SJC: Social Justice Coalition; Right2Know,Protesters,,,NA,Sole protester action,South Africa,Fish Hoek,-34.13406,18.4191,GroundUp,"About 100 residents and neighbours of Masiphumelele marched to Fish Hoek Civic Centre, where a sub-council meeting was being held, to hand over a memorandum on unhealthy living conditions. The march was supported by members of the Social Justice Coalition (SJC) and Right2Know.",0
8877,2017-02-14,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Port Elizabeth,-33.91799,25.57007,African News Agency,"A group of residents from Helenvale in Port Elizabeth protested outside the offices of a councillor who they claim does ""not deliver services"" to the people. ",0
8878,2017-02-14,Riots/Protests,Rioters (South Africa),COSAS: Congress of South African Students,Rioters,Police Forces of South Africa (1994-),,Government or mutinous force,Military versus rioters,South Africa,Pretoria,-25.74486,28.187829999999998,Pretoria News (South Africa),A peaeful protest lead in COSAS in Proteria decended into chaos as protesters looted and stole goods from shops. Police responded with stun grendaes.,0
8879,2017-02-14,Riots/Protests,Rioters (South Africa),,Rioters,,,NA,Sole rioter action,South Africa,Pretoria West,-25.74841,28.154009999999996,News24,"A shortage of accommodation, which has forced some students to sleep on benches or squat in packed residences, sparked a protest at the Tshwane University of Technology (TUT). Management closed the main campus in Pretoria West, after students blocked the entrance with burning tyres.",0
8880,2017-02-14,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Wynberg,-33.98333,18.4,Times Live,Protesters demonstrated outside the Wynberg Magistrate's court over the bail hearing of a criminal.,0
8881,2017-02-15,Riots/Protests,Protesters (South Africa),Students (South Africa),Protesters,,,NA,Sole protester action,South Africa,Alice,-32.787490000000005,26.8344,GroundUp,Pupils blocked the road between Alice (near Alice) and King Williams Town after a wall at their school collapsed.,0
8882,2017-02-15,Riots/Protests,Protesters (South Africa),,Protesters,,,NA,Sole protester action,South Africa,Cape Town,-33.92528,18.42389,GroundUp,About 70 Fisantekraal residents marched to Parliament in Cape Town protesting for the implementation of the Enhanced Peoples Housing,0
